Name,Symbol,Price Usd,volume 24h,Volume 30d,Market Cap,Dominance,Year Till Date Price Change Percentage,CMC Rank,Market Pair Count,Circulating Supply,Total Supply,Last Updated
Rice,RICE,0.000399315,19.97552939,611.0234299,0,0,47.1638,7260,1,0,38383838,2023-02-18T05:11:00.000Z
JAIL KWON TOKEN,JKWON,3.77E-05,19.97121782,567.6954853,0,0,50.1168,7261,1,0,1000000000,2023-02-18T05:11:00.000Z
Studyum,STUD,0.002060389,19.90210259,572.078969,0,0,-17.9036,7262,2,0,1000000000,2023-02-18T05:11:00.000Z
Green Meta,GMETA,2.15E-09,19.85809218,602.5097932,0,0,-7.6218,7263,2,0,1E+14,2023-02-18T05:11:00.000Z
H2O Securities,H2ON,0.066932109,19.85222235,598.1548393,0,0,-45.7008,7264,6,0,0,2023-02-18T05:11:00.000Z
Invictus,IN,5.031884023,19.84424331,577.5471425,0,0,-78.779,7265,2,0,249181,2023-02-18T05:11:00.000Z
LuckyChip,LC,0.001429707,19.66779413,548.7888451,0,0,-20.2698,7266,4,0,126350750,2023-02-18T05:11:00.000Z
CriptoVille,CVLC,7.04E-07,19.63889754,612.3457794,0,0,2.5297,7267,1,0,463673,2023-02-18T05:11:00.000Z
01coin,ZOC,0.000320204,19.5722711,575.9450294,0,0,75.0937,7268,2,0,15177117.31,2023-02-18T05:11:00.000Z
Eloin,ELOIN,7.71E-10,19.39517124,619.6418776,0,0,22.7622,7269,2,0,0,2023-02-18T05:11:00.000Z
StaySAFU,SAFU,5.484808584,19.18023032,578.7759048,0,0,56.2682,7270,3,0,20000,2023-02-18T05:11:00.000Z
Kols Offering Token,KOT,0.002323306,19.15670745,624.5543074,0,0,-27.3063,7271,5,0,0,2023-02-18T05:11:00.000Z
Moox,MOOX,4.07E-05,19.15630121,464.8056861,0,0,-70.8516,7272,2,0,136837.9253,2023-02-18T05:11:00.000Z
MoMo KEY,KEY,9.155078087,19.12286006,528.4334734,0,0,19.7367,7273,4,0,100619.358,2023-02-18T05:11:00.000Z
GOinfluencer,GOIN,0.000191052,19.09347922,556.1455232,0,0,-16.1189,7274,1,0,1000000000,2023-02-18T05:11:00.000Z
VeldoraBSC,VDORA,5.73E-11,19.0106808,540.8630248,0,0,-0.9902,7275,3,0,0,2023-02-18T05:11:00.000Z
Panda Coin,PANDA,3.13E-06,18.87297664,588.3444687,0,0,-64.7202,7276,4,0,8767751448,2023-02-18T05:11:00.000Z
CluCoin,CLU,3.28E-10,18.84931677,587.1897219,0,0,-84.7558,7277,9,0,8.7227E+14,2023-02-18T05:11:00.000Z
CMF DAO,CMF,0.000392332,18.84264488,588.8746676,0,0,9.1968,7278,3,0,1000000000,2023-02-18T05:11:00.000Z
Exobots,EXOS,0.018999826,18.82025042,513.3123902,0,0,6.5914,7279,5,0,20335105,2023-02-18T05:11:00.000Z
rainSPIRIT,RAINSPIRIT,0.007941324,18.7293764,538.5688125,0,0,72.2897,7280,5,0,40465822,2023-02-18T05:11:00.000Z
Zomfi,ZOMFI,0.000602798,18.42687941,502.988273,0,0,-6.9248,7281,2,0,500000000,2023-02-18T05:11:00.000Z
Cannumo,CANU,0.000109027,18.32670785,599.5210058,0,0,28.2496,7282,3,0,695833300,2023-02-18T05:11:00.000Z
Gamesta,GSG,0.00040748,18.31898445,514.4294757,0,0,-26.8489,7283,4,0,977855176.5,2023-02-18T05:11:00.000Z
MXM Token,MXM,4.98E-06,18.26164178,601.0905885,0,0,0.7044,7284,2,0,10000000000,2023-02-18T05:11:00.000Z
OKEYCOIN,OKEY,7.59E-06,18.26100414,540.6322447,0,0,-7.7361,7285,3,0,9808719870,2023-02-18T05:11:00.000Z
Custodiy,CTY,0.018153493,18.23955511,539.3266966,0,0,-96.6738,7286,2,0,1000000,2023-02-18T05:11:00.000Z
XTRM COIN,XTRM,2.46E-05,18.13464269,547.5763268,0,0,-85.1844,7287,2,0,1000000000,2023-02-18T05:11:00.000Z
Story,STORY,2.08E-05,17.99655424,548.0561961,0,0,-9.1593,7288,5,0,0,2023-02-18T05:11:00.000Z
Metaxy,MXY,0.000118688,17.75461152,505.1374369,0,0,2.1019,7289,1,0,1500000000,2023-02-18T05:11:00.000Z
Diamond Love,LOVE,1.45E-06,17.71704623,490.892658,0,0,-17.1006,7290,1,0,9.99E+11,2023-02-18T05:11:00.000Z
Piggy Share,PSHARE,0.117896402,17.71328909,525.4944265,0,0,-30.9831,7291,2,0,0,2023-02-18T05:11:00.000Z
2SHARE,2SHARES,2.859349272,17.64705768,578.2167503,0,0,79.6856,7292,14,0,65065,2023-02-18T05:11:00.000Z
XRPFarm,XF,1.29E-06,17.63313444,612.3543328,0,0,-23.659,7293,2,0,1E+11,2023-02-18T05:11:00.000Z
UltimoGG,ULTGG,1.40E-10,17.6112247,564.3172033,0,0,26.9452,7294,3,0,0,2023-02-18T05:11:00.000Z
Forge Finance,FORGE,0.001914036,17.6102059,528.3206576,0,0,-5.8141,7295,2,0,50000000,2023-02-18T05:11:00.000Z
AutoShark,JAWS,0.00040336,17.34326541,509.7501716,0,0,-5.1095,7296,9,0,0,2023-02-18T05:11:00.000Z
Pundi X PURSE,PURSE,0.000173606,17.26848279,567.0030777,0,0,3.8179,7297,3,0,0,2023-02-18T05:11:00.000Z
Lockness,LKN,0.000242676,17.23987394,513.6862637,0,0,10.6905,7298,1,0,700000000,2023-02-18T05:11:00.000Z
Moola Celo,mCELO,0.839523566,17.21091248,516.9343457,0,0,75.3695,7299,6,0,9762376,2023-02-18T05:11:00.000Z
GOMA Finance,GOMA,4.23E-10,17.10546662,542.6634311,0,0,4.2913,7300,3,0,2.5065E+14,2023-02-18T05:11:00.000Z
Bitcoin Latinum,LTNM,0.537076663,17.03869289,8561.648896,0,0,255.3189,7301,11,0,0,2023-02-18T05:11:00.000Z
Coin Fast Alert V2,CFA,3.30E-09,17.02510736,461.1746205,0,0,0.051,7302,5,0,9131449.376,2023-02-18T05:11:00.000Z
Dextoken,DEXG,10.19687221,16.72881419,507.9248164,0,0,41.5094,7303,5,0,20000,2023-02-18T05:11:00.000Z
KIRA,KIRA,0.000822552,16.70738508,508.7474067,0,0,-36.4521,7304,2,0,369000000,2023-02-18T05:11:00.000Z
Bananatok,BNA,5.80E-05,16.64774416,523.1074659,0,0,-44.7337,7305,5,0,1800000000,2023-02-18T05:11:00.000Z
Lord Arena,LORDA,1.03E-05,16.56420104,494.2170197,0,0,116.8053,7306,5,0,0,2023-02-18T05:11:00.000Z
CryptoBlades Kingdoms,KING,0.001029008,16.51294327,484.4530609,0,0,24.2562,7307,9,0,1000000000,2023-02-18T05:11:00.000Z
Unobtanium,UNO,2.708132231,16.51014789,483.8130817,0,0,-43.3411,7308,8,0,203328.4115,2023-02-18T05:11:00.000Z
Football INU,FOOTBALL,4.13E-13,16.50431943,509.9563878,0,0,-74.7953,7309,3,0,1.00E+18,2023-02-18T05:11:00.000Z
Pagan Gods,FUR,1.25E-05,16.46318388,476.4495933,0,0,-64.2926,7310,2,0,99555455766,2023-02-18T05:11:00.000Z
FLAMA,FMA,0.030785475,16.38798077,519.1797481,0,0,73.2024,7311,3,0,40886294.93,2023-02-18T05:11:00.000Z
Rabona,RA,0.000451002,16.35267961,494.4158001,0,0,-39.6409,7312,1,0,100000000,2023-02-18T05:11:00.000Z
Takyon,TY,0.005889907,16.25474148,527.7437259,0,0,0,7313,2,0,777000000,2023-02-18T05:11:00.000Z
GrapeVine,XGRAPE,0.661170671,16.0444329,486.5378456,0,0,-15.7687,7314,3,0,151237,2023-02-18T05:11:00.000Z
DAO Farmer DFG,DFG,8.64E-05,15.99391401,496.071229,0,0,-11.7481,7315,1,0,1E+12,2023-02-18T05:11:00.000Z
Baby Ripple,BABYXRP,4.45E-05,15.94337407,470.4566555,0,0,30.9415,7316,2,0,0,2023-02-18T05:11:00.000Z
ELON CAT COIN,ELONCAT,2.71E-08,15.76586609,507.0723853,0,0,28.4215,7317,1,0,1E+12,2023-02-18T05:11:00.000Z
SwapTracker,SWPT,3.05E-07,15.75878539,474.8482909,0,0,15.5478,7318,1,0,2E+11,2023-02-18T05:11:00.000Z
PocketRocket,POCROC,2.36E-11,15.72543578,447.6153375,0,0,77.7874,7319,1,0,0,2023-02-18T05:11:00.000Z
WePiggy Coin,WPC,0.000459274,15.70856836,479.1598108,0,0,18.7729,7320,21,0,8000000000,2023-02-18T05:11:00.000Z
TOZEX,TOZ,0.067962153,15.69035998,447.7323901,0,0,71.4837,7321,3,0,0,2023-02-18T05:11:00.000Z
LiveNFT,LIVENFT,4.89E-08,15.59275856,480.569041,0,0,34.1363,7322,6,0,92000000,2023-02-18T05:11:00.000Z
BankSocial,BSL,0.000247263,15.58435653,498.1551094,0,0,53.8825,7323,7,0,1E+13,2023-02-18T05:11:00.000Z
Talkado,TALK,1.30E-12,15.55429906,429.3148469,0,0,-7.6458,7324,4,0,3.00E+16,2023-02-18T05:11:00.000Z
DNA(RXC),DNA,0.042369363,15.53122939,451.6093714,0,0,20.6319,7325,1,0,500000,2023-02-18T05:11:00.000Z
Ape Universe,APEU,1.04E-07,15.50280256,453.5041739,0,0,-17.3819,7326,2,0,0,2023-02-18T05:11:00.000Z
Agile Finance,AGL,0.000129135,15.42258676,439.0200839,0,0,-29.9957,7327,5,0,0,2023-02-18T05:11:00.000Z
Nexus Crypto Services,$NEXUS,0.009007484,15.38968244,441.8664981,0,0,6.2481,7328,3,0,10000000,2023-02-18T05:11:00.000Z
Defi Coin,DEFC,0.036191599,15.33884409,428.0015147,0,0,-18.2883,7329,3,0,100000000,2023-02-18T05:11:00.000Z
MONNFTS,MON,3.48E-05,15.30343773,458.9429584,0,0,-38.2638,7330,3,0,10000000000,2023-02-18T05:11:00.000Z
Riot Racers,RIOT,0.002547102,15.22512648,501.5191,0,0,17.5246,7331,3,0,250000000,2023-02-18T05:11:00.000Z
CroxSwap,CROX,0.006193726,15.19648737,411.8229966,0,0,13.6888,7332,15,0,0,2023-02-18T05:11:00.000Z
DragonSea,DGE,0.000344493,15.12264976,411.2077314,0,0,-50.058,7333,3,0,0,2023-02-18T05:11:00.000Z
Mones,MONES,0.000413948,15.08400301,414.0884409,0,0,-43.1139,7334,2,0,680000000,2023-02-18T05:11:00.000Z
ShitGame (POOP),POOP,2.70E-05,15.01631644,414.8689036,0,0,-24.7914,7335,4,0,50016797437,2023-02-18T05:11:00.000Z
YSL.IO,SYSL,2.52E-13,14.95162441,423.6180653,0,0,83.9726,7336,5,0,233898.3565,2023-02-18T05:11:00.000Z
Seesaw,SSW,0.000340542,14.94350042,491.6492367,0,0,28.476,7337,2,0,990000000,2023-02-18T05:11:00.000Z
Genesis Finance,GEFI,2.17E-05,14.90873444,438.0970832,0,0,41.2161,7338,3,0,1000000000,2023-02-18T05:11:00.000Z
Promise,PROMISE,2.56E-11,14.87166294,404.2736611,0,0,27.0619,7339,4,0,0,2023-02-18T05:11:00.000Z
GalaxyGoggle DAO,GG,0.079689856,14.76924658,415.6844863,0,0,65.8334,7340,12,0,64144.51586,2023-02-18T05:11:00.000Z
Merge,MERGE,0.003448353,14.71349069,477.8286259,0,0,29.6367,7341,4,0,0,2023-02-18T05:11:00.000Z
Decentralized Liquidity Program,DLP,0.102319534,14.65684782,396.0604748,0,0,74.105,7342,2,0,1000000000,2023-02-18T05:11:00.000Z
Pangolin Swap,PANGOLIN,0.004695118,14.54118905,442.3930942,0,0,9.2154,7343,4,0,0,2023-02-18T05:11:00.000Z
EzyStayz,EZY,0.000990853,14.52051466,443.8591494,0,0,-55.0371,7344,2,0,5600000000,2023-02-18T05:11:00.000Z
Ariadne,ARDN,0.02610297,14.43171222,451.8624221,0,0,-24.6893,7345,1,0,25000000,2023-02-18T05:11:00.000Z
Dig Chain,DIG,0.000351535,14.33064454,513.8740898,0,0,5.9409,7346,1,0,1000000000,2023-02-18T05:11:00.000Z
Setter Protocol,SET,0.002956577,14.1637454,466.5038783,0,0,-24.808,7347,1,0,9969997,2023-02-18T05:11:00.000Z
MicroCreditToken,1MCT,6.87E-06,14.12287876,413.5103983,0,0,-67.963,7348,3,0,0,2023-02-18T05:11:00.000Z
AlgoGems,GEMS,0.053010487,14.10516116,431.745767,0,0,-42.9819,7349,4,0,10000000,2023-02-18T05:11:00.000Z
Dungeonswap,DND,0.008797239,14.09829589,402.3337145,0,0,3.2518,7350,11,0,939961.7865,2023-02-18T05:11:00.000Z
Intexcoin,INTX,0.000114394,14.07179638,448.407993,0,0,11.5714,7351,4,0,600000000,2023-02-18T05:11:00.000Z
UangMarket,UANG,1.17E-13,13.69056835,380.9076157,0,0,-87.7028,7352,3,0,0,2023-02-18T05:11:00.000Z
DDAO Hunters,DDAO,0.125915073,13.67558772,401.8527961,0,0,0,7353,7,0,21000000,2023-02-18T05:11:00.000Z
Mooni DeFi,MOONI,1.70E-10,13.65275147,440.844873,0,0,101.4307,7354,4,0,4.35626E+14,2023-02-18T05:11:00.000Z
Thorus,THO,0.034846039,13.63636801,448.5423796,0,0,4.7822,7355,5,0,1000000,2023-02-18T05:11:00.000Z
Fashion Coin,FSHN,2.24E-08,13.55276,376.2598345,0,0,27.0597,7356,4,0,1E+12,2023-02-18T05:11:00.000Z
UNIVERSE ISLAND,UIM,4.03E-06,13.53325404,376.2625848,0,0,-13.8394,7357,2,0,0,2023-02-18T05:11:00.000Z
Snake Token,SNK,0.000291954,13.53094635,385.7449381,0,0,-4.9065,7358,4,0,280097600,2023-02-18T05:11:00.000Z
Greenhouse,GREEN,0.005845743,13.35267594,376.4584707,0,0,9.5934,7359,6,0,55736.86,2023-02-18T05:11:00.000Z
M7V2,M7V2,0.011002217,13.33807404,392.963217,0,0,-96.1947,7360,3,0,21000000,2023-02-18T05:11:00.000Z
Cheesus,CHEESUS,0.00047978,13.33084023,375.4695067,0,0,-17.6597,7361,3,0,130000000,2023-02-18T05:11:00.000Z
ASIMI,ASIMI,0.001046211,13.23948808,418.9201417,0,0,107.2343,7362,6,0,66392816.44,2023-02-18T05:11:00.000Z
VisaMetaFi,VISA,6.58E-08,13.16985133,387.5600478,0,0,-53.5485,7363,2,0,1E+12,2023-02-18T05:11:00.000Z
Pitbull Inu,PITI,7.06E-13,13.15372732,389.4891384,0,0,20.0739,7364,1,0,1.00E+17,2023-02-18T05:11:00.000Z
Landboard,LAND,0.009091205,13.12939073,388.1617768,0,0,-21.8151,7365,1,0,96100000,2023-02-18T05:11:00.000Z
Unilab,ULAB,0.002158444,13.10441208,362.9900892,0,0,-3.019,7366,1,0,100000000,2023-02-18T05:11:00.000Z
Movn,MOV,0.021027458,13.08918064,427.1102666,0,0,91.171,7367,5,0,950000000,2023-02-18T05:11:00.000Z
Xank,XANK,0.002490502,13.01991065,356.613257,0,0,-16.4004,7368,2,0,1000000000,2023-02-18T05:11:00.000Z
Community Token,COMT,4.67E-10,12.98345722,403.8313342,0,0,31.0385,7369,7,0,1E+15,2023-02-18T05:11:00.000Z
Libfx,LIBFX,0.010002016,12.90162053,386.1980751,0,0,0.051,7370,2,0,35000000,2023-02-18T05:11:00.000Z
Crypto Legions V3,BLV3,0.011031037,12.89382381,412.0097057,0,0,-0.5051,7371,5,0,5000000,2023-02-18T05:11:00.000Z
Kepler Network,KMW,2.72E-05,12.74157895,357.9073413,0,0,206.111,7372,4,0,688444000,2023-02-18T05:11:00.000Z
NEW YEAR APE,NYAPE,2.76E-08,12.70744333,400.2950143,0,0,-57.8724,7373,1,0,1E+12,2023-02-18T05:11:00.000Z
Shiba Inu Empire,SHIBEMP,5.06E-11,12.68861678,371.8032231,0,0,123.0019,7374,7,0,1E+15,2023-02-18T05:11:00.000Z
Evodefi,GENX,0.002463032,12.60273886,408.9660631,0,0,41.0897,7375,10,0,0,2023-02-18T05:11:00.000Z
LaEeb,LAEEB,1.05E-10,12.5649087,383.3487029,0,0,-69.9391,7376,6,0,2.1E+14,2023-02-18T05:11:00.000Z
Graviton Zero,GRAV,0.000267984,12.53362195,345.0502481,0,0,-12.8921,7377,3,0,300000000,2023-02-18T05:11:00.000Z
GamiFi.GG,GMI,6.80E-05,12.50380802,400.30862,0,0,-15.0283,7378,9,0,1000000000,2023-02-18T05:11:00.000Z
Lunes,LUNES,0.003940975,12.4391438,356.3461031,0,0,12.8809,7379,10,0,150728537,2023-02-18T05:11:00.000Z
Dope Wars Paper,PAPER,0.000828248,12.36234787,367.920727,0,0,-16.0026,7380,14,0,1412625000,2023-02-18T05:11:00.000Z
BuyMainStreet,$MAINST,3.45E-10,12.34261444,357.4536592,0,0,19.9506,7381,3,0,0,2023-02-18T05:11:00.000Z
Unlimited FiscusFYI,UFFYI,0.002463109,12.34161693,356.8871179,0,0,48.1562,7382,1,0,102632,2023-02-18T05:11:00.000Z
Tribalpunk Cryptoverse,ANTA,0.001830155,12.33294823,360.4705463,0,0,-31.454,7383,3,0,1000000000,2023-02-18T05:11:00.000Z
ASSARA,ASSA,3.09E-08,12.32932686,371.5644487,0,0,5.306,7384,6,0,1E+11,2023-02-18T05:11:00.000Z
SafeEarth,SAFEEARTH,4.49E-10,12.31204002,391.9220405,0,0,-58.937,7385,3,0,5.57294E+14,2023-02-18T05:11:00.000Z
Wrapped Staked Olympus,WSOHM,2269.564781,12.28464468,401.1398639,0,0,3.6253,7386,5,0,64.9,2023-02-18T05:11:00.000Z
Civic Power,POWER,0.050938249,12.27839873,396.6335999,0,0,17.4385,7387,3,0,50000000,2023-02-18T05:11:00.000Z
Royal Gold,RGOLD,0.023923277,12.25808793,384.9471665,0,0,14.9289,7388,8,0,5000000,2023-02-18T05:11:00.000Z
Bountie Hunter,BOUNTIE,0.000239712,12.24565749,339.412172,0,0,11.924,7389,3,0,500000000,2023-02-18T05:11:00.000Z
CryptoBlast,CBT,2.25E-06,12.15644109,391.8853625,0,0,12.4654,7390,1,0,1E+11,2023-02-18T05:11:00.000Z
Compound Augur,CREP,0.216058327,12.14116091,381.6931527,0,0,147.03,7391,1,0,86195547,2023-02-18T05:11:00.000Z
Freight Trust & Clearing Network,EDI,0.000169979,12.13270505,371.8766277,0,0,19.0536,7392,4,0,611029679,2023-02-18T05:11:00.000Z
Ternio,TERN,0.003433692,12.06169074,390.1390601,0,0,42.2846,7393,10,0,899921008,2023-02-18T05:11:00.000Z
Mangamon,MAN,0.016853141,11.91982749,348.4182683,0,0,-16.1259,7394,2,0,21000000,2023-02-18T05:11:00.000Z
Torekko (NEW),TRK,0.003634829,11.88349131,274.0974613,0,0,-0.8787,7395,3,0,100000000,2023-02-18T05:11:00.000Z
Chihiro Inu,CHIRO,4.41E-13,11.84725163,378.6951344,0,0,150.2389,7396,6,0,1.00E+18,2023-02-18T05:11:00.000Z
Safcoin,SAF,0.013441699,11.83959211,389.9957215,0,0,-50.2006,7397,2,0,10000000,2023-02-18T05:11:00.000Z
HyperOne,HOT,0.100121107,11.56450457,358.3304711,0,0,1.1326,7398,6,0,1000000,2023-02-18T05:11:00.000Z
Tip.Blue,BLUE,0.000489901,11.56286251,366.195951,0,0,-16.5165,7399,2,0,10000000,2023-02-18T05:11:00.000Z
Feeder.finance,FEED,0.000428071,11.55290743,366.693304,0,0,29.5398,7400,4,0,0,2023-02-18T05:11:00.000Z
Goku,GOKU,5.10E-12,11.53981967,326.9672834,0,0,-10.4807,7401,7,0,1.00E+17,2023-02-18T05:11:00.000Z
MITA,MITA,0.004207296,11.49600867,343.9316792,0,0,-16.5502,7402,5,0,14451498,2023-02-18T05:11:00.000Z
Decentralized data crypto system,DCS,0.0070485,11.46494783,349.7270225,0,0,-17.9835,7403,4,0,0,2023-02-18T05:11:00.000Z
Ghospers Game,GHSP,0.002700394,11.44915859,335.7840767,0,0,28.6755,7404,2,0,100000000,2023-02-18T05:11:00.000Z
Christmas Floki,FLOC,5.95E-08,11.44872898,365.5223003,0,0,6.5678,7405,2,0,1E+12,2023-02-18T05:11:00.000Z
Perpetuum,PRP,0.002996557,11.44188084,331.1853795,0,0,24.9903,7406,3,0,1000000000,2023-02-18T05:11:00.000Z
SO CAL Token,SCT,2.69E-07,11.43806575,374.5682073,0,0,36.8629,7407,1,0,1E+11,2023-02-18T05:11:00.000Z
Fanverse,FT,0.084817092,11.41311829,335.7482447,0,0,-90.1334,7408,2,0,1000000000,2023-02-18T05:11:00.000Z
XERIUM,XERM,0.002322085,11.41273152,343.3210672,0,0,-94.4597,7409,2,0,150000000,2023-02-18T05:11:00.000Z
Zippie,ZIPT,0.001110092,11.23339133,342.0964319,0,0,83.4795,7410,3,0,1000000000,2023-02-18T05:11:00.000Z
NPC Coin,NPC,0.000635597,11.218948,316.5325606,0,0,-12.3785,7411,1,0,1000000000,2023-02-18T05:11:00.000Z
MBD Financials,MBD,0.00036162,11.16498684,302.0204272,0,0,3115.3937,7412,6,0,40000000000,2023-02-18T05:11:00.000Z
MACH Project,MACH,0.005805257,11.15643763,354.428149,0,0,-15.0791,7413,2,0,200000000,2023-02-18T05:11:00.000Z
FantOHM,FHM,0.536109525,11.11510624,351.6454137,0,0,-17.9368,7414,15,0,0,2023-02-18T05:11:00.000Z
Kanaloa Network,KANA,0.000125814,11.10673524,342.0467536,0,0,18.6289,7415,2,0,0,2023-02-18T05:11:00.000Z
AmazingDoge,ADOGE,2.24E-07,11.04767891,301.1906582,0,0,27.8246,7416,10,0,1E+12,2023-02-18T05:11:00.000Z
Chellitcoin,CHLT,0.018303689,11.00798432,343.4172278,0,0,81.2805,7417,8,0,0,2023-02-18T05:11:00.000Z
DAOhaus,HAUS,3.641177699,10.94674995,354.0524563,0,0,31.1221,7418,22,0,0,2023-02-18T05:11:00.000Z
Phaeton,PHAE,0.051022562,10.86333466,356.1689287,0,0,24.4038,7419,7,0,0,2023-02-18T05:11:00.000Z
TurboTrix Finance,TTF,2.10E-05,10.83767066,327.9145473,0,0,0.051,7420,3,0,0,2023-02-18T05:11:00.000Z
Demeter,DUSD,0.034925072,10.79831947,338.0165493,0,0,-39.9895,7421,10,0,0,2023-02-18T05:11:00.000Z
Arena Token,ARENA,0.012747184,10.76313171,341.4620067,0,0,-2.3869,7422,6,0,0,2023-02-18T05:11:00.000Z
Guapcoin,GUAP,0.014778655,10.58290869,306.0994588,0,0,196.3125,7423,1,0,40576281.11,2023-02-18T05:11:00.000Z
Emit Water Element,WATER,0.000797656,10.57242312,287.0191939,0,0,-35.862,7424,1,0,1767893,2023-02-18T05:11:00.000Z
MoneydefiSwap,MSD,2.99E-08,10.55656026,326.412263,0,0,44.3247,7425,12,0,0,2023-02-18T05:11:00.000Z
Cat Sphynx,CPX,7.67E-14,10.53757752,293.5069927,0,0,30.7993,7426,1,0,1.00E+18,2023-02-18T05:11:00.000Z
Arbis Finance,ARBIS,3.30E-06,10.52385016,339.3668292,0,0,-11.3411,7427,6,0,50000000000,2023-02-18T05:11:00.000Z
Octorand,OCTO,0.288191807,10.50810752,299.595222,0,0,28.1879,7428,2,0,777796,2023-02-18T05:11:00.000Z
Moola Market,MOO,0.004894184,10.50594764,302.1665621,0,0,17.8141,7429,5,0,100000000,2023-02-18T05:11:00.000Z
Kephi Gallery,KPHI,0.000759267,10.41393118,327.9883178,0,0,-56.8465,7430,8,0,50000000,2023-02-18T05:11:00.000Z
Mars Inu,MARSINU,1.94E-10,10.24089399,305.3548707,0,0,-3.9114,7431,5,0,0,2023-02-18T05:11:00.000Z
CentroFi,CENTRO,0.00016184,10.22203847,299.4444134,0,0,26.1982,7432,1,0,100000000,2023-02-18T05:11:00.000Z
BSC Gold,BSCGOLD,2.87E-05,10.20533602,308.7313208,0,0,48.1487,7433,6,0,0,2023-02-18T05:11:00.000Z
Fragments of arker,FOA,0.00081628,10.20492264,295.7753051,0,0,15.6146,7434,1,0,540000000,2023-02-18T05:11:00.000Z
Gold Nugget,NGT,0.003278168,10.10618556,278.0802624,0,0,-4.6099,7435,3,0,5000000,2023-02-18T05:11:00.000Z
YFA Finance,YFA,0.100020156,10.10191092,317.5440416,0,0,42.93,7436,1,0,0,2023-02-18T05:11:00.000Z
ShibaNova,NOVA,0.004600927,10.10191092,332.6536556,0,0,-23.2942,7437,2,0,484761,2023-02-18T05:11:00.000Z
BAPE Social Club,BAPE,0.001082857,10.00575066,327.7101837,0,0,-45.9397,7438,2,0,31210553,2023-02-18T05:11:00.000Z
Upper Pound,GBPU,0.006001209,10.0018916,275.168132,0,0,-7.6452,7439,4,0,0,2023-02-18T05:11:00.000Z
RimsofLegend,ROL,0.000450091,9.98486428,326.5915903,0,0,-94.4642,7440,3,0,10000000000,2023-02-18T05:11:00.000Z
Cricket Foundation,CRIC,0.000112128,9.85943324,312.999022,0,0,-89.688,7441,2,0,0,2023-02-18T05:11:00.000Z
CitiOs,R2R,0.000246311,9.85378306,318.2544525,0,0,48.1562,7442,1,0,1000000000,2023-02-18T05:11:00.000Z
DUKE INU TOKEN,DUKE,2.57E-07,9.69336862,335.1045039,0,0,14.2233,7443,4,0,0,2023-02-18T05:11:00.000Z
StableFund USD,SFUSD,0.000572221,9.69074594,311.6021563,0,0,-85.2604,7444,10,0,100000000,2023-02-18T05:11:00.000Z
1x Long Bitcoin Implied Volatility Token,BVOL,68.01370618,9.6648827,281.991904,0,0,4.6687,7445,5,0,82.9259,2023-02-18T05:11:00.000Z
Online Cold Wallet,OCW,0.018990827,9.63054573,261.3296824,0,0,-4.9643,7446,1,0,536906,2023-02-18T05:11:00.000Z
Octafarm,OCTF,0.002565974,9.56109955,272.2640685,0,0,8.1479,7447,1,0,10000000,2023-02-18T05:11:00.000Z
BSC BETS,BETS,0.01752695,9.5575327,266.1282469,0,0,-44.5631,7448,1,0,1000000,2023-02-18T05:11:00.000Z
Pirate X Pirate,PXP,0.000110356,9.53752908,257.9801161,0,0,9.5047,7449,8,0,0,2023-02-18T05:11:00.000Z
Scientia,SCIE,0.000395948,9.47879375,298.9621902,0,0,25.2113,7450,1,0,193697321,2023-02-18T05:11:00.000Z
SoccerHub,SCH,0.000206884,9.42410937,294.1684314,0,0,-18.6035,7451,3,0,1000000000,2023-02-18T05:11:00.000Z
DAO Farmer DFM,DFM,4.29E-05,9.4129239,268.0180498,0,0,-17.6838,7452,1,0,0,2023-02-18T05:11:00.000Z
CreamPYE,PYE,1.50E-09,9.31549317,259.0699472,0,0,-33.0016,7453,4,0,0,2023-02-18T05:11:00.000Z
Coinstox,CSX,5.91E-05,9.31085575,291.1027895,0,0,-40.8699,7454,2,0,1000000000,2023-02-18T05:11:00.000Z
AgriNode,AGN,0.00620081,9.21462899,269.0894679,0,0,-50.7604,7455,2,0,3690000000,2023-02-18T05:11:00.000Z
Based Finance Next Gen,OBOL,0.392283982,9.17326881,248.0435855,0,0,82.7055,7456,1,0,97706.38866,2023-02-18T05:11:00.000Z
Ratio Stable Coin,USDR,0.926641138,9.1646273,1776.461288,0,0,-1.435,7457,5,0,911403,2023-02-18T05:11:00.000Z
Yawww,YAW,0.000238072,9.12543882,587.3570231,0,0,-78.5641,7458,3,0,300000000,2023-02-18T05:11:00.000Z
Excalibur,EXC,0.007325911,9.10396043,272.2655214,0,0,157.3684,7459,5,0,1000000,2023-02-18T05:11:00.000Z
POLYDeFI,OCTAGON,0.001472798,9.09033835,248.2689102,0,0,31.8287,7460,4,0,30000000,2023-02-18T05:11:00.000Z
Torex,TOR,0.011724133,9.05699652,250.8979738,0,0,-48.7148,7461,2,0,100000000,2023-02-18T05:11:00.000Z
Afrep,AFREP,0.008183151,9.04341855,280.8092012,0,0,-2.2877,7462,2,0,10000000,2023-02-18T05:11:00.000Z
Davos Protocol,DAVOS,1.037888238,8.98955504,279.6413799,0,0,0,7463,3,0,0,2023-02-18T05:11:00.000Z
ScarFace Lion,SFL,4.48E-11,8.95919011,270.1887234,0,0,54.6883,7464,1,0,1E+15,2023-02-18T05:11:00.000Z
